AR,SETAR,LSTAR,TRUE_RETORNO,ACF,BDS,BDS_3,BDS_4,BDS_5
-0.03392051976002686,1.0989112723572152,-0.03194676387241962,0.4522848053726797,0,1,1,1,1
-0.04753120002303909,-0.2199875813222978,-0.11753202346715426,-1.180222505662798,0,1,1,1,1
-0.07836711325263675,-0.6622780493345046,-0.5400481653178446,-5.394039014574774,0,1,1,1,1
-0.04094866172194405,0.03940999756225404,-0.07907822776324969,2.2869029038457382,0,1,1,1,1
-0.05637053882983497,0.09161836224204783,-0.00855708259440535,-0.6616281224481544,0,1,1,1,1
-0.0560347658268256,-0.18456124883824984,-0.1279619513260921,-0.6660348122536481,0,1,1,1,1
-0.05034638756083488,-0.09783241107007357,-0.05490908833641882,0.19074874643948336,0,1,1,1,1
-0.03591984857138938,0.1121438123845038,0.14982327746635277,2.214460337001084,0,1,1,1,1
-0.08012924698570603,1.0272758757518663,-0.4332842987324536,-5.8529892783287725,0,1,1,1,1
-0.043245443542942,-0.0421722475918138,-0.15698593231458924,1.4713360081147402,0,1,1,1,1
-0.03115094368552564,0.24804345028641747,0.3041622422174993,3.492342471173377,0,1,1,1,1
-0.05495205879793662,0.8110059247582857,-0.15436796940610648,-3.0551302128985434,0,1,1,1,1
-0.05366022891833569,-0.2531134855117064,-0.2565057490523181,-1.1211426232989723,0,1,1,1,1
-0.05394062782646236,-0.19669765840696912,-0.1525827146515582,-0.7380107297622533,0,1,1,1,1
-0.0599255412093213,-0.2685471326260122,-0.2035108951556015,-1.54270290188558,0,1,1,1,1
-0.05086286890485531,-0.0897539650095289,-0.07331364792254765,0.40040093533821813,0,1,1,1,1
-0.06400817747894721,-0.39195284781350925,-0.27421478525956733,-2.9398974854781414,0,1,1,1,1
-0.04793440275859884,-0.01157606003776948,-0.04772864696600067,1.4300550142196111,0,1,1,1,1
-0.05674837556848814,-0.1432683039358402,-0.03333438560976803,-0.45743408861197066,0,1,1,1,1
-0.05180762073200945,-0.03443036532126716,0.00604560182636918,0.9127852422089912,0,1,1,1,1
-0.06258131322127373,-0.2828357415737383,-0.16538001278871578,-1.8339790646004217,0,1,1,1,1
-0.05123029276525521,0.02269847170610162,0.01271637681980461,1.6824256130110768,0,1,1,1,1
-0.03019277106349906,0.4720729291879161,0.49971497436585727,5.842151871926235,0,1,1,1,1
-0.05913487980438144,1.1124278408042136,0.02203438892007486,-1.8773114507925113,0,1,1,1,1
