AR,SETAR,LSTAR,TRUE_RETORNO,ACF,BDS,BDS_3,BDS_4,BDS_5
-0.09204171931994552,0.03796651717840098,-0.06240221028004233,1.0925968937765191,1,1,1,1,1
-0.05922964690001944,0.05561213748025159,-0.04401681433616611,0.7731816123286499,1,1,1,1,1
-0.04454940211971203,0.08039544668669789,-0.03864764917678398,0.6281866122557571,1,1,1,1,1
-0.01703787586040029,0.09850337233334222,-0.02219989336605032,0.33342625959934435,1,1,1,1,1
0.1276907556086432,0.06777196374815311,0.06386809629290835,-1.1578562771019094,1,1,1,1,1
-0.00997281839100438,-0.02439036153218385,-0.0342086536527062,0.2522422854887755,1,1,1,1,1
-0.05763138172081952,-0.2125199608075149,-0.05159237584453224,0.7529316116178599,1,1,1,1,1
0.01220973710368385,0.1009287192243323,-0.00257301798321774,0.02805049059054972,1,1,1,1,1
-0.10202382902047992,-0.2585463323690272,-0.07926317695872287,1.198787704847351,1,1,1,1,1
-0.02893965795798288,0.06155543594078438,-0.02265357556476455,0.4700036298858208,1,1,1,1,1
0.00365506234722092,0.11719287775039278,-0.00974683246293928,0.1378170001067558,1,1,1,1,1
0.02539951303096658,-0.0736179058688879,-2.151157209049348e-4,-0.08266740637481565,1,1,1,1,1
0.00489737496486614,-0.08773327495917448,-0.01506270027628642,0.12397549655243847,1,1,1,1,1
0.10192995669747663,0.04421542125544277,0.0472041825633549,-0.8710736035220913,1,1,1,1,1
0.03247408211065956,0.01568085175089643,-0.00692941388019674,-0.1667825252617946,1,1,1,1,1
-0.16289344614204976,-0.3398069264664234,-0.12056527926224904,1.83314346935578,1,1,1,1,1
-0.04164019765570896,0.01741677216499994,-0.02482904078555292,0.5991303316898918,1,1,1,1,1
0.03562663385553734,0.11699465147239654,0.01013571502800281,-0.19024329683963873,1,1,1,1,1
-0.1354385844105871,-0.29551797295598514,-0.10292382364229692,1.5520927007833512,1,1,1,1,1
0.16788465850720494,0.10031318758105084,0.10285578021790975,-1.5384918841627897,1,1,1,1,1
-0.05864482049798562,-0.07224057510384799,-0.07081456790029061,0.7587084216053379,1,1,1,1,1
0.05895066538491696,0.11881651167823172,0.02666188472235364,-0.4328425520953239,1,1,1,1,1
-0.02446271387326926,-0.10971692727401744,-0.0381232018796005,0.4058447122175684,1,1,1,1,1
-0.09677818067532334,0.09596270014610996,0.08708200587993864,1.1543752355326338,1,1,1,1,1
0.02885176117103237,0.08770409805663947,0.08146474346742927,-0.12018429729199576,1,1,1,1,1
0.024238546549224,-0.06067082768695815,-0.05425685281194347,-0.06683151986297065,1,1,1,1,1
0.13428833492453374,0.10394444475636956,0.11134620338150902,-1.1971358254595523,1,1,1,1,1
-0.050077380491936,-0.08850171086291085,-0.08642924285060517,0.6743113878783888,1,1,1,1,1
0.02553596166079917,0.11234450230824336,0.00565838820997477,-0.094130309356948,1,1,1,1,1
0.00201470518413675,-0.0953928539259334,-0.089048646030288,0.13444476272148237,1,1,1,1,1
-0.07245745208609336,-0.22558497035520444,-0.06194184899727495,0.882830774366996,1,1,1,1,1
-0.112548192402251,0.05523585240686918,-0.07665050641958437,1.2966574889963671,1,1,1,1,1
-0.2299101382168554,-5.276906406896098e-4,-0.14132063529924144,2.518305459575888,1,1,1,1,1
-0.0588357385943745,-0.02174735007482661,-0.01977614690845031,0.79162824007512,1,1,1,1,1
0.04233932350464182,0.11207510486588516,0.01853976624589348,-0.2419304670749295,1,1,1,1,1
-0.04007421818395738,-0.14927940511231777,-0.14365705815030635,0.5973961198233597,1,1,1,1,1
0.10548618092759846,0.14413514063746985,0.13477086999811827,-0.8910445914309758,1,1,1,1,1
0.2727402310348746,0.387061284543754,0.13641028212115058,-2.6298555555246717,1,1,1,1,1
0.04831078888593011,0.17317534525858513,0.14772722841450414,-0.3287097837452227,1,1,1,1,1
0.05186652559925704,0.00106846254689726,0.00830011270204056,-0.3694422988659893,1,1,1,1,1
-0.10178692301749616,-0.23384928112802544,-0.08486519066570164,1.2218505811026863,1,1,1,1,1
0.1325143414451289,0.10991451709321888,0.08036728340035726,-1.195416532826033,1,1,1,1,1
0.22622217225938432,0.3409576936791966,0.10328521395884516,-2.177629300711138,1,1,1,1,1
0.00886718976870065,0.07708986943041238,0.07618894188558616,0.06750827195528174,1,1,1,1,1
0.2041735402124497,0.21079542889571448,0.2195867323601224,-1.9764836136480577,1,1,1,1,1
0.03934841984089321,0.10834207134133894,0.10841403792545848,-0.261906552143966,1,1,1,1,1
0.1074960570670382,0.08470302738405433,0.09149641767286865,-0.984819666254602,1,1,1,1,1
-0.0188184851613514,-0.05773292359198576,-0.05453156528122049,0.3339830553944178,1,1,1,1,1
-0.09280796593405316,-0.27506602251983686,-0.16186502185668483,1.119028047162789,1,1,1,1,1
-0.10401761807525207,0.05125116035845425,0.04863216745729487,1.2424216065778022,1,1,1,1,1
-0.05404106530184668,0.04333178300490174,-0.02998815280099531,0.7165581928921242,1,1,1,1,1
-0.01680475195373136,0.07277151896064156,-0.017531766179538,0.349650706113517,1,1,1,1,1
0.00452464108390498,0.09344518002046669,-0.01066570233552788,0.12074865650973832,1,1,1,1,1
-0.0353117668613187,-0.17385751757563633,-0.03689108713800282,0.5482396569312864,1,1,1,1,1
0.05109011450365608,0.09486697891094016,0.01950595144220202,-0.3740819338781713,1,1,1,1,1
0.02022270539208148,-0.04613814292424631,-0.01154427709292282,-0.05355469309941851,1,1,1,1,1
0.15614005094481487,0.14171014470615254,0.0746610561503327,-1.4433379323290343,1,1,1,1,1
-0.1644985109876897,-0.2669135637984805,-0.14295141651117094,1.897641225677741,1,1,1,1,1
-0.07494675578770751,0.01338727413197461,-0.02896880163046833,0.9817006408759108,1,1,1,1,1
0.00924945718155663,0.0749248854969948,0.00511853001376416,0.11874135598456435,1,1,1,1,1
-0.10187017479892864,-0.28834509263512315,-0.27149424306258135,1.2578782203828132,1,1,1,1,1
-0.04480837372553087,0.0647389555729978,-0.01940208761204465,0.6748014176218756,1,1,1,1,1
0.23941548786074587,0.14231276910866103,0.16925937785691902,-2.183521410292104,1,1,1,1,1
0.02045420796989123,0.078411462426438,0.07771903275682887,0.01321789758696487,1,1,1,1,1
0.05418661758344494,-0.01810271167483092,-0.012692770125646,-0.330972698731698,1,1,1,1,1
0.03864664633937174,-0.01806340902636058,-0.01318527999514428,-0.17253969462434565,1,1,1,1,1
-0.03251549784835309,-0.14392222736445112,-0.13421617009013043,0.5563665163095268,1,1,1,1,1
-0.01894014534224104,0.08763477838467518,0.10707167789398972,0.4218303121779306,1,1,1,1,1
0.01446933455965617,0.10152506381605918,0.12360629773641058,0.07889546777378324,1,1,1,1,1
0.25631822158311574,0.3092014491525874,0.32436785233520715,-2.407831655183373,1,1,1,1,1
0.19637982322171055,0.37878490031376066,0.06363746796376923,-1.8069916297967143,1,1,1,1,1
-0.11223575410847644,-0.16063874914448692,-0.11300152692874438,1.3752003769419492,1,1,1,1,1
0.12787617496430112,0.08391601075731109,0.08472193343493606,-1.0877061693353565,1,1,1,1,1
0.116687690950232,0.17266983285250517,0.1730128811808443,-0.9753494450966168,1,1,1,1,1
-0.15402133130526335,-0.2109103853873956,-0.2102759788257851,1.7244166185871257,1,1,1,1,1
0.03386678830712431,0.09592268538642408,0.09190587490779838,-0.10860712415552032,1,1,1,1,1
0.05733483773570615,0.0382568538482602,0.03919685656517151,-0.408330498818901,1,1,1,1,1
0.1252679027302943,0.16618762670702564,0.16676672108814625,-1.3041574084805054,1,1,1,1,1
-0.01609094014129508,-0.00316479800393945,-0.00298715697170588,0.5099590681232614,1,1,1,1,1
0.0594094685645117,0.00415332504059268,0.00551045391077166,-0.44089352255776415,1,1,1,1,1
-0.0186644137546639,-0.0615186380351172,-0.06071305089290749,0.5370804064898731,1,1,1,1,1
0.03553953033815128,-0.03325379040275643,-0.03178526704510236,-0.1374381737087886,1,1,1,1,1
-0.03015146519270456,-0.09910640908904214,-0.09804363201170738,0.6781563589465394,1,1,1,1,1
0.23765467897979103,0.2876530192766014,0.28881554423059225,-2.6981436843347923,1,1,1,1,1
-0.01328191301811032,0.06777784697904421,0.06691264923041085,0.4665308528376516,1,1,1,1,1
-0.05676457903286791,-0.17677935398234088,-0.17526997458808602,0.9964295477561692,1,1,1,1,1
0.17349529212384698,0.1940392523462556,0.19967600564363863,-1.9174420809755597,1,1,1,1,1
0.05434717202480288,0.13829611925053922,0.1368672635962982,-0.4422576569202212,1,1,1,1,1
0.02193879265156132,-0.00206859061570044,-0.03838910230559172,0,1,1,1,1,1
0.03829297771969381,8.374067692685366e-5,-0.02775905135917998,-0.21469986105272157,1,1,1,1,1
-0.11027164294949962,-0.23451056503325568,-0.25312930222151836,1.859660377806727,1,1,1,1,1
-0.03761721713196855,0.09938607581831405,0.17864626392085964,0.8403410797518625,1,1,1,1,1
-0.06614580978403439,-0.2202906333486831,-0.0158100829109446,1.2474174234691116,1,1,1,1,1
-0.09659512197797582,0.199188891512377,0.10221496707536376,1.720648758501562,1,1,1,1,1
0.05026683583850958,0.11622795385929711,0.20946133265123656,-0.31188580491079343,1,1,1,1,1
0.01497768252142567,-0.02256659203931369,-0.05470953708193171,0.1764027875420116,1,1,1,1,1
0.03580294660077769,-0.0185442519800472,-0.03031918663652275,-0.13566682290215648,1,1,1,1,1
0.04197408341947631,0.01207059564425819,-0.0237923342050513,-0.27188706360837844,1,1,1,1,1
0.009416911244577,-0.03490245263881194,-0.06485943286624331,0.2990351562644984,1,1,1,1,1
0.0519376199198719,0.00453302302776107,-0.00143398569121132,-0.4488887360986959,1,1,1,1,1
0.02940048251990383,0.00855984899923377,-0.02978109546301449,-0.05454793463211943,1,1,1,1,1
0.02646748621924068,-0.01905836035987691,-0.04765349297439366,-0.01364163410946962,1,1,1,1,1
-0.04724345296181666,-0.15335066936549316,-0.15418990765855772,1.36849232664931,1,1,1,1,1
0.06432141246422099,0.14785685132375734,0.19464872223327245,-0.8242732973419532,1,1,1,1,1
-0.05454290146017473,-0.12065154717181134,-0.13250578632354795,1.6151091330069425,1,1,1,1,1
0.05050035444628584,0.11952123061445302,0.21585812202339225,-0.4683849311783936,1,1,1,1,1
-0.2249254704092511,-0.4593143932713342,-0.41779036357948846,5.124634492466937,1,1,1,1,1
0.04557720714262672,-0.5142819339938416,-0.7430979496920471,-0.34467385864073197,1,1,1,1,1
-0.04207019054168995,-0.1321447955378636,-0.14956317722907217,1.4976799809021024,1,1,1,1,1
-0.05805446563674,0.2202666379659488,0.18941142816882528,1.9338136154018908,1,1,1,1,1
0.06317236202571751,0.0642237293823128,0.21174166533831512,-0.6819194495703207,1,1,1,1,1
-0.07888663237942083,-0.18565291079974847,-0.19011962339367627,2.372721797342822,1,1,1,1,1
-0.07079985258931876,0.08136612426149131,0.18805437358119947,2.2821072057992096,1,1,1,1,1
0.0105411838457458,0.05031870797504478,0.18773246829990595,0.5565767218973494,1,1,1,1,1
0.06501370134530214,0.01323806758153707,0.04557993258494929,-0.651622469917593,1,1,1,1,1
0.02532424747265704,-0.0012323011349284,-0.03558189345641663,0.23744520196327593,1,1,1,1,1
0.47068130338819864,0.7834098836528646,0.5531230181053868,-9.64017275297972,1,1,1,1,1
-0.01249589421970603,0.38515427559253224,0.7530525808398063,0.8840411176334803,1,1,1,1,1
0.08620923457722074,0.22779278959152796,0.12733974636544124,-1.302780280057331,1,1,1,1,1
0.1087956347552612,0.1805786814636847,0.13251832939540573,-1.786116147576736,1,1,1,1,1
0.04925432348135056,0.0911908671679438,0.07763740361869516,-0.4817351746646238,1,1,1,1,1
0.09055422415086524,0.11787735985099695,0.06119769109761243,-1.4456780858278857,1,1,1,1,1
0.20566101447787155,0.37128746187037814,0.2921182329994263,-4.211002200208827,0,1,1,1,1
-0.10603150413326395,-0.08921560482051538,0.03067565568663082,2.799343042029549,1,1,1,1,1
0.0323023153385359,-0.05343787773670772,0.06934230525328094,-0.19342365858558092,1,1,1,1,1
-0.2581169556648906,-0.5250487622095679,-0.4273776349356372,6.336233530863064,1,1,1,1,1
0.0975965824051737,-0.5635269849325938,-1.053931344305837,-1.5567061699120788,1,1,1,1,1
