AR,SETAR,LSTAR,TRUE_RETORNO,ACF,BDS,BDS_3,BDS_4,BDS_5
0.15456606795023037,0.7140853711402501,0.7543826936213702,-0.5377632579441618,1,1,1,1,1
-0.01719017543092997,-0.05700224206270342,-0.02875573491173033,0.8999113501135926,1,1,1,1,1
-0.05371063131062875,0.02233620926036659,0.02026389796718092,1.1718884112433747,1,1,1,1,1
0.6558952156402246,0.31954640833525116,0.3001774623376161,-4.609477090068593,1,1,1,1,1
-0.40752095808584704,-1.1440850112311458,-1.192641799936878,3.884525555867279,1,1,1,1,1
0.4959783575295648,0.46226727860408856,0.4544155447465448,-3.187489180070572,1,1,1,1,1
-0.31541000048019135,-0.7441782003529953,-0.721280329097804,3.0592682939921767,1,1,1,1,1
-0.23965518417325185,0.09058747125374036,0.03526740613473789,2.533350032380346,1,1,1,1,1
0.42986733683349976,0.35321575796590887,0.3620900228318762,-2.5804384030754415,1,1,1,1,1
0.37196909601293865,0.5671146025054377,0.6692419897239238,-2.1342394407326526,1,1,1,1,1
-0.03311625636129843,-0.04487042691100335,0.05071786384072269,0.8861979636856719,1,1,1,1,1
0.31745453309881305,0.18289781361600496,0.2125405268432257,-1.7398715094952877,1,1,1,1,1
-0.15704380206420154,-0.1880802269765244,-0.07722810618428949,1.8193248756534997,1,1,1,1,1
-0.07132560986539073,0.06242548045644619,0.04426895007385401,1.1921350678796094,1,1,1,1,1
0.5532936824388234,0.32840634710769695,0.37129947853767087,-3.5304361316015824,1,1,1,1,1
-0.19039067435061124,-0.5435406437271144,-0.5204546797644525,2.0519730268731955,1,1,1,1,1
-0.3077633142634353,-0.04263460850372744,-0.08244776714398888,2.9508536632469347,1,1,1,1,1
0.27750647211075063,0.31220384962232267,0.30327752011907116,-1.3860991222772316,1,1,1,1,1
0.09962713750514587,0.3007883443998106,0.44882467642657087,-0.07059654467885065,1,1,1,1,1
-0.3134740380510765,-0.19191683803906676,-0.19731941083546023,2.9839115725601064,1,1,1,1,1
0.6923775490235689,0.5394662045788806,0.5598674715205534,-4.36662234211354,1,1,1,1,1
0.24816416111796272,0.06129146336930791,0.06502304066137277,-1.1603379094073762,1,1,1,1,1
-0.04740402412253242,0.10081689561747292,-0.09422686381613028,0.9851507385906572,1,1,1,1,1
-0.0117449022103883,0.02918336138683138,0.03078311852504123,0.730567842660932,1,1,1,1,1
0.35018724696055553,0.1962192352648539,0.22881774253548223,-1.9010157081740144,1,1,1,1,1
0.19415935030505485,0.3863469601098994,0.5137221551945934,-0.7933979469770597,1,1,1,1,1
-0.23764002983519056,-0.15423811727109768,-0.19165396179453936,2.4091745783165366,1,1,1,1,1
-0.06558535836156996,0.09523403939907372,0.07047125221384765,1.151795629910662,1,1,1,1,1
-0.31527123138701935,-0.11860879018015578,-0.1386100940637135,3.036037134553151,1,1,1,1,1
-0.20601270303126956,0.07573656349218588,0.03043571618555662,2.197559836557593,1,1,1,1,1
0.19494485044454313,0.22334350871073677,0.21851861828507357,-0.7471642675947228,1,1,1,1,1
0.4023788841233694,0.13544214199922805,0.1933329995883014,-2.283256165400697,1,1,1,1,1
0.1142938740958004,0.21762306158027173,0.2742369574977348,-0.16894490506701398,1,1,1,1,1
0.05512576821386768,0.01244153147107364,0.01701523257278114,0.26097651035237623,1,1,1,1,1
-0.438361714524704,-0.2340550470867226,-0.24701182716988176,3.9014305677860017,1,1,1,1,1
-0.14774767803281708,0.12102740859312168,0.10447982670574808,1.804615185829884,1,1,1,1,1
-0.02929596397464058,0.0775489438036207,0.0720099120976958,0.9225290632424842,1,1,1,1,1
0.1958908458525661,0.14930915528477062,0.15427179226395205,-0.7561336526858896,1,1,1,1,1
-0.20504519278125968,-0.15795618537924613,-0.1604239763605121,2.2443941110363497,1,1,1,1,1
-0.0028846867408378,0.12798852165357352,0.12146944206591093,0.7394139560074375,1,1,1,1,1
0.2878352004957274,0.19022550069887137,0.19878537579309996,-1.4202676449112472,1,1,1,1,1
0.05149860945360635,0.2585154747682314,0.33562908209671105,0.3480982427098544,1,1,1,1,1
0.0704255323490694,0.05347836843868956,0.05657850769716588,0.20544798697027944,1,1,1,1,1
